word_id,utterance_id,location,surface,auto,fix,eng,com,speaker,langid,filename,clause,clauseno
6128,863,8,what,what.REL,,,,LAU,eng,herring1,,
6129,863,9,we,we.PRON.SUB.1P,,,,LAU,eng,herring1,,
6130,863,10,were,were.V.1P.PAST,,,,LAU,eng,herring1,,
6131,863,11,gonna,go.V.PRESPART+TO.PREP,,,,LAU,eng,herring1,,
6132,863,12,price,price.N.SG,,,,LAU,eng,herring1,,
6133,863,13,out,out.ADV,,,,LAU,eng,herring1,,
6134,863,14,in,in.PREP,,,,LAU,eng,herring1,,
6135,863,15,the,the.DET.DEF,,,,LAU,eng,herring1,,
6136,863,16,contractor,contractor.N.SG,,,,LAU,eng,herring1,,
6137,863,17,didn't,did.V.PAST+NEG,,,,LAU,eng,herring1,,
6138,863,18,didn't,did.AV.PAST+NEG,,,,LAU,eng,herring1,,
6139,863,19,bid,bid.SV.INFIN,,,,LAU,eng,herring1,,
6140,863,20,it,it.PRON.SUB.3S,,,,LAU,eng,herring1,,
6141,863,21,out,out.ADV,,,,LAU,eng,herring1,,
6142,863,22,didn't,did.AV.PAST+NEG,,,,LAU,eng,herring1,,
6143,863,23,price,price.N.SG,,,,LAU,eng,herring1,,
6144,863,24,it,it.PRON.OBJ.3S,,,,LAU,eng,herring1,,
6145,863,25,.,,,,,LAU,999,herring1,,
6146,864,1,so,so.ADV,,,,LAU,eng,herring1,,
6147,864,2,the,the.DET.DEF,,,,LAU,eng,herring1,,
6148,864,3,so,so.ADV,,,,LAU,eng,herring1,,
6149,864,4,now,now.ADV,,,,LAU,eng,herring1,,
6150,864,5,when,when.CONJ,,,,LAU,eng,herring1,,
6151,864,6,we're,we.PRON.SUB.1P+BE.V.PRES,,,,LAU,eng,herring1,,
6152,864,7,submitting,submit.V.PRESPART,,,,LAU,eng,herring1,,
6153,864,8,these,these.DEM.NEAR.PL,,,,LAU,eng,herring1,,
6154,864,9,new,new.ADJ,,,,LAU,eng,herring1,,
6155,864,10,drawings,unk,,,,LAU,eng,herring1,,
6156,864,11,the,the.DET.DEF,,,,LAU,eng,herring1,,
6157,864,12,drawing,draw.V.PRESPART,,,,LAU,eng,herring1,,
6158,864,13,the,the.DET.DEF,,,,LAU,eng,herring1,,
6159,864,14,the,the.DET.DEF,,,,LAU,eng,herring1,,
6160,864,15,work,work.N.SG,,,,LAU,eng,herring1,,
6161,864,16,is,is.V.3S.PRES,,,,LAU,eng,herring1,,
6162,864,17,coming,come.V.PRESPART,,,,LAU,eng,herring1,,
6163,864,18,out,out.ADV,,,,LAU,eng,herring1,,
6164,864,19,more,more.ADV,,,,LAU,eng,herring1,,
6165,864,20,expensive,expensive.ADJ,,,,LAU,eng,herring1,,
6166,864,21,now,now.ADV,,,,LAU,eng,herring1,,
6167,864,22,.,,,,,LAU,999,herring1,,
6168,865,1,but,but.CONJ,,,,LAU,eng,herring1,,
6169,865,2,it,it.PRON.SUB.3S,,,,LAU,eng,herring1,,
6170,865,3,wasn't,was.V.3S.PAST+NEG,,,,LAU,eng,herring1,,
6171,865,4,our,our.ADJ.POSS.1P,,,,LAU,eng,herring1,,
6172,865,5,fault,fault.N.SG,,,,LAU,eng,herring1,,
6173,865,6,.,,,,,LAU,999,herring1,,
6174,866,1,it,it.PRON.SUB.3S,,,,LAU,eng,herring1,,
6175,866,2,was,was.V.3S.PAST,,,,LAU,eng,herring1,,
6176,866,3,that,that.CONJ.[or].that.DEM.FAR,,,,LAU,eng,herring1,,
6177,866,4,he,he.PRON.SUB.M.3S,,,,LAU,eng,herring1,,
6178,866,5,.,,,,,LAU,999,herring1,,
6179,867,1,mmhm,mmhm.IM,,,,CHL,eng,herring1,,
6180,867,2,.,,,,,CHL,999,herring1,,
6181,868,1,he,he.PRON.SUB.M.3S,,,,LAU,eng,herring1,,
6182,868,2,no,no.ADV,,,,LAU,eng,herring1,,
6183,868,3,he,he.PRON.SUB.M.3S,,,,LAU,eng,herring1,,
6184,868,4,didn't,did.V.PAST+NEG,,,,LAU,eng,herring1,,
6185,868,5,bid,bid.SV.INFIN,,,,LAU,eng,herring1,,
6186,868,6,it,it.PRON.SUB.3S,,,,LAU,eng,herring1,,
6187,868,7,correctly,correctly.ADV.[or].correct.V.3S.PRES+ADV,,,,LAU,eng,herring1,,
6188,868,8,.,,,,,LAU,999,herring1,,
6189,869,1,so,so.ADV,,,,LAU,eng,herring1,,
6190,869,2,he,he.PRON.SUB.M.3S,,,,LAU,eng,herring1,,
6191,869,3,comes,comes.N.SG.[or].come.V.3S.PRES,,,,LAU,eng,herring1,,
6192,869,4,he,he.PRON.SUB.M.3S,,,,LAU,eng,herring1,,
6193,869,5,comes,comes.N.SG.[or].come.V.3S.PRES,,,,LAU,eng,herring1,,
6194,869,6,to,to.PREP,,,,LAU,eng,herring1,,
6195,869,7,the,the.DET.DEF,,,,LAU,eng,herring1,,
6196,869,8,the,the.DET.DEF,,,,LAU,eng,herring1,,
6197,869,9,contractor,contractor.N.SG,,,,LAU,eng,herring1,,
6198,869,10,comes,come.N.PL.[or].comes.N.SG,,,,LAU,eng,herring1,,
6199,869,11,to,to.PREP,,,,LAU,eng,herring1,,
6200,869,12,us,us.PRON.OBJ.1P,,,,LAU,eng,herring1,,
6201,869,13,and,and.CONJ,,,,LAU,eng,herring1,,
6202,869,14,he's,he.PRON.SUB.M.3S+BE.V.3S.PRES,,,,LAU,eng,herring1,,
6203,869,15,like,like.CONJ.[or].like.SV.INFIN,,,,LAU,eng,herring1,,
6204,869,16,.,,,,,LAU,999,herring1,,
6205,870,1,oh,oh.IM,,,,LAU,eng&spa,herring1,,
6206,870,2,you,you.PRON.SUB.2SP,,,,LAU,eng,herring1,,
6207,870,3,know,know.V.2SP.PRES,,,,LAU,eng,herring1,,
6208,870,4,you,you.PRON.SUB.2SP,,,,LAU,eng,herring1,,
6209,870,5,guys,guy.N.PL,,,,LAU,eng,herring1,,
6210,870,6,use,use.V.3P.PRES,,,,LAU,eng,herring1,,
6211,870,7,this,this.DEM.NEAR.SG,,,,LAU,eng,herring1,,
6212,870,8,and,and.CONJ,,,,LAU,eng,herring1,,
6213,870,9,that,that.DEM.FAR,,,,LAU,eng,herring1,,
6214,870,10,.,,,,,LAU,999,herring1,,
6215,871,1,and,and.CONJ,,,,LAU,eng,herring1,,
6216,871,2,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,LAU,eng,herring1,,
6217,871,3,like,like.CONJ,,,,LAU,eng,herring1,,
6218,871,4,.,,,,,LAU,999,herring1,,
6219,872,1,no,no.ADV,,,,LAU,eng,herring1,,
6220,872,2,!,,,,,LAU,999,herring1,,
6221,873,1,and,and.CONJ,,,,LAU,eng,herring1,,
6222,873,2,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6223,873,3,stopped,stop.V.PAST,,,,LAU,eng,herring1,,
6224,873,4,him,him.PRON.OBJ.M.3S,,,,LAU,eng,herring1,,
6225,873,5,right,right.ADJ,,,,LAU,eng,herring1,,
6226,873,6,then,then.ADV,,,,LAU,eng,herring1,,
6227,873,7,and,and.CONJ,,,,LAU,eng,herring1,,
6228,873,8,there,there.ADV,,,,LAU,eng,herring1,,
6229,873,9,and,and.CONJ,,,,LAU,eng,herring1,,
6230,873,10,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6231,873,11,printed,print.V.PAST,,,,LAU,eng,herring1,,
6232,873,12,out,out.ADV,,,,LAU,eng,herring1,,
6233,873,13,all,all.ADJ,,,,LAU,eng,herring1,,
6234,873,14,the,the.DET.DEF,,,,LAU,eng,herring1,,
6235,873,15,drawings,unk,,,,LAU,eng,herring1,,
6236,873,16,and,and.CONJ,,,,LAU,eng,herring1,,
6237,873,17,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,LAU,eng,herring1,,
6238,873,18,like,like.CONJ,,,,LAU,eng,herring1,,
6239,873,19,.,,,,,LAU,999,herring1,,
6240,874,1,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6241,874,2,know,know.V.1S.PRES,,,,LAU,eng,herring1,,
6242,874,3,what,what.REL,,,,LAU,eng,herring1,,
6243,874,4,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6244,874,5,did,did.V.PAST,,,,LAU,eng,herring1,,
6245,874,6,.,,,,,LAU,999,herring1,,
6246,875,1,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6247,875,2,worked,work.V.PAST,,,,LAU,eng,herring1,,
6248,875,3,on,on.PREP,,,,LAU,eng,herring1,,
6249,875,4,this,this.DEM.NEAR.SG,,,,LAU,eng,herring1,,
6250,875,5,for,for.PREP,,,,LAU,eng,herring1,,
6251,875,6,a,a.DET.INDEF,,,,LAU,eng,herring1,,
6252,875,7,month,month.N.SG,,,,LAU,eng,herring1,,
6253,875,8,and,and.CONJ,,,,LAU,eng,herring1,,
6254,875,9,a,a.DET.INDEF,,,,LAU,eng,herring1,,
6255,875,10,half,half.N.SG,,,,LAU,eng,herring1,,
6256,875,11,.,,,,,LAU,999,herring1,,
6257,876,1,you,you.PRON.SUB.2SP,,,,LAU,eng,herring1,,
6258,876,2,know,know.V.2SP.PRES,,,,LAU,eng,herring1,,
6259,876,3,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6260,876,4,know,know.V.1S.PRES,,,,LAU,eng,herring1,,
6261,876,5,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6262,876,6,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6263,876,7,mean,mean.V.1S.PRES,,,,LAU,eng,herring1,,
6264,876,8,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6265,876,9,.,,,,,LAU,999,herring1,,
6266,877,1,yeah,yeah.ADV,,,,CHL,eng,herring1,,
6267,877,2,.,,,,,CHL,999,herring1,,
6268,878,1,memorized,unk,,,,LAU,eng,herring1,,
6269,878,2,the,the.DET.DEF,,,,LAU,eng,herring1,,
6270,878,3,color,color.N.SG,,,,LAU,eng,herring1,,
6271,878,4,line,line.N.SG,,,,LAU,eng,herring1,,
6272,878,5,and,and.CONJ,,,,LAU,eng,herring1,,
6273,878,6,the,the.DET.DEF,,,,LAU,eng,herring1,,
6274,878,7,numbers,number.N.PL,,,,LAU,eng,herring1,,
6275,878,8,and,and.CONJ,,,,LAU,eng,herring1,,
6276,878,9,everything,everything.PRON,,,,LAU,eng,herring1,,
6277,878,10,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6278,878,11,it's,it.PRON.SUB.3S+BE.V.3S.PRES,,,,LAU,eng,herring1,,
6279,878,12,you,you.PRON.SUB.2SP,,,,LAU,eng,herring1,,
6280,878,13,know,know.V.2SP.PRES,,,,LAU,eng,herring1,,
6281,878,14,.,,,,,LAU,999,herring1,,
6282,879,1,.,,,,,LAU,999,herring1,,
6283,880,1,and,and.CONJ,,,,LAU,eng,herring1,,
6284,880,2,at,at.PREP,,,,LAU,eng,herring1,,
6285,880,3,the,the.DET.DEF,,,,LAU,eng,herring1,,
6286,880,4,end,end.N.SG,,,,LAU,eng,herring1,,
6287,880,5,we,we.PRON.SUB.1P,,,,LAU,eng,herring1,,
6288,880,6,were,were.V.1P.PAST,,,,LAU,eng,herring1,,
6289,880,7,right,right.ADJ,,,,LAU,eng,herring1,,
6290,880,8,.,,,,,LAU,999,herring1,,
6291,881,1,so,so.ADV,,,,LAU,eng,herring1,,
6292,881,2,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,LAU,eng,herring1,,
6293,881,3,like,like.CONJ,,,,LAU,eng,herring1,,
6294,881,4,.,,,,,LAU,999,herring1,,
6295,882,1,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,LAU,eng,herring1,,
6296,882,2,glad,glad.ADJ,,,,LAU,eng,herring1,,
6297,882,3,that,that.CONJ,,,,LAU,eng,herring1,,
6298,882,4,I,I.PRON.SUB.1S,,,,LAU,eng,herring1,,
6299,882,5,took,take.V.PAST,,,,LAU,eng,herring1,,
6300,882,6,so,so.ADV,,,,LAU,eng,herring1,,
6301,882,7,much,much.ADJ,,,,LAU,eng,herring1,,
6302,882,8,time,time.N.SG,,,,LAU,eng,herring1,,
6303,882,9,to,to.PREP,,,,LAU,eng,herring1,,
6304,882,10,do,do.V.INFIN,,,,LAU,eng,herring1,,
6305,882,11,that,that.DEM.FAR,,,,LAU,eng,herring1,,
6306,882,12,.,,,,,LAU,999,herring1,,
6307,883,1,because,because.CONJ,,,,LAU,eng,herring1,,
6308,883,2,now,now.ADV,,,,LAU,eng,herring1,,
6309,883,3,at,at.PREP,,,,LAU,eng,herring1,,
6310,883,4,the,the.DET.DEF,,,,LAU,eng,herring1,,
6311,883,5,end,end.N.SG,,,,LAU,eng,herring1,,
6312,883,6,it,it.PRON.SUB.3S,,,,LAU,eng,herring1,,
6313,883,7,avoids,avoid.V.3S.PRES,,,,LAU,eng,herring1,,
6314,883,8,error,error.N.SG,,,,LAU,eng,herring1,,
6315,883,9,.,,,,,LAU,999,herring1,,
6316,884,1,do,do.V.INFIN,,,,CHL,eng,herring1,,
6317,884,2,they,they.PRON.SUB.3P,,,,CHL,eng,herring1,,
6318,884,3,expect,expect.V.3P.PRES,,,,CHL,eng,herring1,,
6319,884,4,us,us.PRON.OBJ.1P,,,,CHL,eng,herring1,,
6320,884,5,.,,,,,CHL,999,herring1,,
6321,885,1,I,I.PRON.SUB.1S,,,,CHL,eng,herring1,,
6322,885,2,mean,mean.V.1S.PRES,,,,CHL,eng,herring1,,
6323,885,3,no,no.ADV,,,,CHL,eng,herring1,,
6324,885,4,I,I.PRON.SUB.1S,,,,CHL,eng,herring1,,
6325,885,5,mean,mean.V.1S.PRES,,,,CHL,eng,herring1,,
6326,885,6,we,we.PRON.SUB.1P,,,,CHL,eng,herring1,,
6327,885,7,pulled,pull.V.PAST,,,,CHL,eng,herring1,,
6328,885,8,it,it.PRON.OBJ.3S,,,,CHL,eng,herring1,,
6329,885,9,off,off.ADV,,,,CHL,eng,herring1,,
6330,885,10,I,I.PRON.SUB.1S,,,,CHL,eng,herring1,,
6331,885,11,don't,do.V.1S.PRES+NEG,,,,CHL,eng,herring1,,
6332,885,12,know,know.V.INFIN,,,,CHL,eng,herring1,,
6333,885,13,how,how.ADV,,,,CHL,eng,herring1,,
6334,885,14,.,,,,,CHL,999,herring1,,
6335,886,1,did,did.V.PAST,,,,CHL,eng,herring1,,
6336,886,2,you,you.PRON.SUB.2SP,,,,CHL,eng,herring1,,
6337,886,3,think,think.V.2SP.PRES,,,,CHL,eng,herring1,,
6338,886,4,like,like.CONJ,,,,CHL,eng,herring1,,
6339,886,5,projects,project.N.PL,,,,CHL,eng,herring1,,
6340,886,6,en,in.PREP,,,,CHL,spa,herring1,,
6341,886,7,un,one.DET.INDEF.M.SG,,,,CHL,spa,herring1,,
6342,886,8,dÃ­a,day.N.M.SG,,,,CHL,spa,herring1,,
6343,886,9,?,,,,,CHL,999,herring1,,
6344,887,1,Lauren,name,,,,CHL,eng&spa,herring1,,
6345,887,2,.,,,,,CHL,999,herring1,,
6346,888,1,and,and.CONJ,,,,CHL,eng,herring1,,
6347,888,2,then,then.ADV,,,,CHL,eng,herring1,,
6348,888,3,.,,,,,CHL,999,herring1,,
6349,889,1,but,but.CONJ,,,,CHL,eng,herring1,,
6350,889,2,I,I.PRON.SUB.1S,,,,CHL,eng,herring1,,
6351,889,3,told,told.V.PAST,,,,CHL,eng,herring1,,
6352,889,4,her,her.ADJ.POSS.F.3S.[or].her.PRON.OBJ.F.3S,,,,CHL,eng,herring1,,
6353,889,5,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,CHL,eng,herring1,,
6354,889,6,like,like.CONJ,,,,CHL,eng,herring1,,
6355,889,7,.,,,,,CHL,999,herring1,,
6356,890,1,te,you.PRON.OBL.MF.2S,,,,LAU,spa,herring1,,
6357,890,2,quieren,want.V.3P.PRES,,,,LAU,spa,herring1,,
6358,890,3,tener,have.V.INFIN,,,,LAU,spa,herring1,,
6359,890,4,como,like.CONJ,,,,LAU,spa,herring1,,
6360,890,5,los,the.DET.DEF.M.PL,,,,LAU,spa,herring1,,
6361,890,6,chinos,chinese.N.M.PL,,,,LAU,spa,herring1,,
6362,890,7,eh,eh.IM,,,,LAU,eng&spa,herring1,,
6363,890,8,?,,,,,LAU,999,herring1,,
6364,891,1,yeah,yeah.ADV,,,,CHL,eng,herring1,,
6365,891,2,we're,we.PRON.SUB.1P+BE.V.PRES,,,,CHL,eng,herring1,,
6366,891,3,we're,we.PRON.SUB.1P+BE.V.PRES,,,,CHL,eng,herring1,,
6367,891,4,like,like.V.1P.PRES,,,,CHL,eng,herring1,,
6368,891,5,a,a.DET.INDEF,,,,CHL,eng,herring1,,
6369,891,6,little,little.ADJ,,,,CHL,eng,herring1,,
6370,891,7,sweatshop,sweatshop.N.SG,,,,CHL,eng,herring1,,
6371,891,8,!,,,,,CHL,999,herring1,,
6372,892,1,the,the.DET.DEF,,,,CHL,eng,herring1,,
6373,892,2,other,other.ADJ,,,,CHL,eng,herring1,,
6374,892,3,day,day.N.SG,,,,CHL,eng,herring1,,
6375,892,4,the,the.DET.DEF,,,,CHL,eng,herring1,,
6376,892,5,A_C,name,,,,CHL,eng,herring1,,
6377,892,6,was,was.V.3S.PAST,,,,CHL,eng,herring1,,
6378,892,7,messed,mess.N.SG+AV,,,,CHL,eng,herring1,,
6379,892,8,up,up.ADV,,,,CHL,eng,herring1,,
6380,892,9,.,,,,,CHL,999,herring1,,
6381,893,1,it's,it.PRON.SUB.3S+BE.V.3S.PRES,,,,CHL,eng,herring1,,
6382,893,2,messed,mess.N.SG+AV,,,,CHL,eng,herring1,,
6383,893,3,up,up.ADV,,,,CHL,eng,herring1,,
6384,893,4,.,,,,,CHL,999,herring1,,
6385,894,1,and,and.CONJ,,,,CHL,eng,herring1,,
6386,894,2,I,I.PRON.SUB.1S,,,,CHL,eng,herring1,,
6387,894,3,dunno,dunno.N.SG,,,,CHL,eng,herring1,,
6388,894,4,when,when.CONJ,,,,CHL,eng,herring1,,
6389,894,5,they're,they.PRON.SUB.3P+BE.V.PRES,,,,CHL,eng,herring1,,
6390,894,6,gonna,go.V.PRESPART+TO.PREP,,,,CHL,eng,herring1,,
6391,894,7,fix,fix.V.INFIN,,,,CHL,eng,herring1,,
6392,894,8,it,it.PRON.OBJ.3S,,,,CHL,eng,herring1,,
6393,894,9,.,,,,,CHL,999,herring1,,
6394,895,1,are,are.V.123P.PRES,,,,LAU,eng,herring1,,
6395,895,2,your,your.ADJ.POSS.2SP,,,,LAU,eng,herring1,,
6396,895,3,in,in.PREP,,,,LAU,eng,herring1,,
6397,895,4,your,your.ADJ.POSS.2SP,,,,LAU,eng,herring1,,
6398,895,5,building,unk,,,,LAU,eng,herring1,,
6399,895,6,?,,,,,LAU,999,herring1,,
6400,896,1,in,in.PREP,,,,CHL,eng,herring1,,
6401,896,2,my,my.ADJ.POSS.1S,,,,CHL,eng,herring1,,
6402,896,3,in,in.PREP,,,,CHL,eng,herring1,,
6403,896,4,our,our.ADJ.POSS.1P,,,,CHL,eng,herring1,,
6404,896,5,room,room.N.SG,,,,CHL,eng,herring1,,
6405,896,6,in,in.PREP,,,,CHL,eng,herring1,,
6406,896,7,our,our.ADJ.POSS.1P,,,,CHL,eng,herring1,,
6407,896,8,office,office.N.SG,,,,CHL,eng,herring1,,
6408,896,9,.,,,,,CHL,999,herring1,,
6409,897,1,all,all.ADJ,,,,LAU,eng,herring1,,
6410,897,2,right,right.ADJ,,,,LAU,eng,herring1,,
6411,897,3,.,,,,,LAU,999,herring1,,
6412,898,1,we,we.PRON.SUB.1P,,,,CHL,eng,herring1,,
6413,898,2,were,were.V.1P.PAST,,,,CHL,eng,herring1,,
6414,898,3,like,like.CONJ,,,,CHL,eng,herring1,,
6415,898,4,.,,,,,CHL,999,herring1,,
6416,899,1,todos,everything.PRON.M.PL,,,,CHL,spa,herring1,,
6417,899,2,estamos,be.V.1P.PRES,,,,CHL,spa,herring1,,
6418,899,3,con,with.PREP,,,,CHL,spa,herring1,,
6419,899,4,un,one.DET.INDEF.M.SG,,,,CHL,spa,herring1,,
6420,899,5,calor,heat.N.M.SG,,,,CHL,spa,herring1,,
6421,899,6,and,and.CONJ,,,,CHL,eng,herring1,,
6422,899,7,working,work.V.INFIN+ASV,,,,CHL,eng,herring1,,
6423,899,8,.,,,,,CHL,999,herring1,,
6424,900,1,and,and.CONJ,,,,CHL,eng,herring1,,
6425,900,2,we,we.PRON.SUB.1P,,,,CHL,eng,herring1,,
6426,900,3,had,had.V.PAST,,,,CHL,eng,herring1,,
6427,900,4,that,that.DEM.FAR,,,,CHL,eng,herring1,,
6428,900,5,.,,,,,CHL,999,herring1,,
6429,901,1,and,and.CONJ,,,,CHL,eng,herring1,,
6430,901,2,we're,we.PRON.SUB.1P+BE.V.PRES,,,,CHL,eng,herring1,,
6431,901,3,like,like.V.1P.PRES,,,,CHL,eng,herring1,,
6432,901,4,.,,,,,CHL,999,herring1,,
6433,902,1,are,are.V.123P.PRES,,,,CHL,eng,herring1,,
6434,902,2,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,CHL,eng,herring1,,
6435,902,3,sure,sure.ADJ,,,,CHL,eng,herring1,,
6436,902,4,this,this.DEM.NEAR.SG,,,,CHL,eng,herring1,,
6437,902,5,is,is.V.3S.PRES,,,,CHL,eng,herring1,,
6438,902,6,like,like.CONJ,,,,CHL,eng,herring1,,
6439,902,7,como,like.CONJ,,,,CHL,spa,herring1,,
6440,902,8,unos,one.DET.INDEF.M.PL,,,,CHL,spa,herring1,,
6441,902,9,chinitos,Chinese_children.N.M.PL.DIM,,,,CHL,spa,herring1,,
6442,902,10,ahÃ­,there.ADV,,,,CHL,spa,herring1,,
6443,902,11,trabajan,work.V.3P.PRES,,,,CHL,spa,herring1,,
6444,902,12,.,,,,,CHL,999,herring1,,
6445,903,1,it's,it.PRON.SUB.3S+BE.V.3S.PRES,,,,CHL,eng,herring1,,
6446,903,2,crazy,crazy.ADJ,,,,CHL,eng,herring1,,
6447,903,3,.,,,,,CHL,999,herring1,,
6448,904,1,we,we.PRON.SUB.1P,,,,LAU,eng,herring1,,
6449,904,2,were,were.V.1P.PAST,,,,LAU,eng,herring1,,
6450,904,3,watching,unk,,,,LAU,eng,herring1,,
6451,904,4,something,something.PRON,,,,LAU,eng,herring1,,
6452,904,5,about,about.PREP,,,,LAU,eng,herring1,,
6453,904,6,that,that.DEM.FAR,,,,LAU,eng,herring1,,
6454,904,7,.,,,,,LAU,999,herring1,,
6455,905,1,on,on.PREP,,,,LAU,eng,herring1,,
6456,905,2,Dateline,name,,,,LAU,eng&spa,herring1,,
6457,905,3,last,last.ADJ,,,,LAU,eng,herring1,,
6458,905,4,Friday,name,,,,LAU,eng,herring1,,
6459,905,5,.,,,,,LAU,999,herring1,,
6460,906,1,um,um.IM,,,,LAU,eng,herring1,,
6461,906,2,.,,,,,LAU,999,herring1,,
6462,907,1,you,you.PRON.SUB.2SP,,,,CHL,eng,herring1,,
6463,907,2,don't,do.V.2SP.PRES+NEG,,,,CHL,eng,herring1,,
6464,907,3,watch,watch.V.INFIN,,,,CHL,eng,herring1,,
6465,907,4,that,that.DEM.FAR,,,,CHL,eng,herring1,,
6466,907,5,.,,,,,CHL,999,herring1,,
6467,908,1,about,about.PREP,,,,CHL,eng,herring1,,
6468,908,2,China,name,,,,CHL,eng,herring1,,
6469,908,3,?,,,,,CHL,999,herring1,,
6470,909,1,no,no.ADV,,,,LAU,eng,herring1,,
6471,909,2,Taiwan,name,,,,LAU,eng,herring1,,
6472,909,3,.,,,,,LAU,999,herring1,,
6473,910,1,Nike,name,,,,LAU,eng&spa,herring1,,
6474,910,2,.,,,,,LAU,999,herring1,,
