word_id,utterance_id,location,surface,auto,fix,eng,com,speaker,langid,filename,clause,clauseno
4208,589,2,have,have.V.1S.PRES,,,,ELE,eng,zeledon3,,
4209,589,3,to,to.PREP,,,,ELE,eng,zeledon3,,
4210,589,4,look,look.V.INFIN,,,,ELE,eng,zeledon3,,
4211,589,5,for,for.PREP,,,,ELE,eng,zeledon3,,
4212,589,6,a,a.DET.INDEF,,,,ELE,eng,zeledon3,,
4213,589,7,place,place.N.SG,,,,ELE,eng,zeledon3,,
4214,589,8,where,where.REL,,,,ELE,eng,zeledon3,,
4215,589,9,where,where.REL,,,,ELE,eng,zeledon3,,
4216,589,10,to,to.PREP,,,,ELE,eng,zeledon3,,
4217,589,11,go,go.V.INFIN,,,,ELE,eng,zeledon3,,
4218,589,12,.,,,,,ELE,999,zeledon3,,
4219,590,1,but,but.CONJ,,,,ELE,eng,zeledon3,,
4220,590,2,maybe,maybe.ADV,,,,ELE,eng,zeledon3,,
4221,590,3,we'll,we.PRON.SUB.1P+BE.V.FUT,,,,ELE,eng,zeledon3,,
4222,590,4,see,see.V.1P.PRES,,,,ELE,eng,zeledon3,,
4223,590,5,.,,,,,ELE,999,zeledon3,,
4224,591,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4225,591,2,but,but.CONJ,,,,FEL,eng,zeledon3,,
4226,591,3,it,it.PRON.SUB.3S,,,,FEL,eng,zeledon3,,
4227,591,4,wouldn't,be.V.3S.COND+NEG,,,,FEL,eng,zeledon3,,
4228,591,5,be,be.SV.INFIN,,,,FEL,eng,zeledon3,,
4229,591,6,like,like.CONJ.[or].like.SV.INFIN,,,,FEL,eng,zeledon3,,
4230,591,7,every,every.ADJ,,,,FEL,eng,zeledon3,,
4231,591,8,single,single.ADJ,,,,FEL,eng,zeledon3,,
4232,591,9,day,day.N.SG,,,,FEL,eng,zeledon3,,
4233,591,10,.,,,,,FEL,999,zeledon3,,
4234,592,1,it,it.PRON.SUB.3S,,,,FEL,eng,zeledon3,,
4235,592,2,would,be.V.3S.COND,,,,FEL,eng,zeledon3,,
4236,592,3,probably,probably.ADV,,,,FEL,eng,zeledon3,,
4237,592,4,be,be.SV.INFIN,,,,FEL,eng,zeledon3,,
4238,592,5,like,like.CONJ.[or].like.SV.INFIN,,,,FEL,eng,zeledon3,,
4239,592,6,twice,twice.ADV,,,,FEL,eng,zeledon3,,
4240,592,7,a,a.DET.INDEF,,,,FEL,eng,zeledon3,,
4241,592,8,week,week.N.SG,,,,FEL,eng,zeledon3,,
4242,592,9,.,,,,,FEL,999,zeledon3,,
4243,593,1,no,no.ADV,,,,ELE,eng,zeledon3,,
4244,593,2,it,it.PRON.SUB.3S,,,,ELE,eng,zeledon3,,
4245,593,3,wouldn't,be.V.3S.COND+NEG,,,,ELE,eng,zeledon3,,
4246,593,4,.,,,,,ELE,999,zeledon3,,
4247,594,1,it,it.PRON.SUB.3S,,,,FEL,eng,zeledon3,,
4248,594,2,would,be.V.3S.COND,,,,FEL,eng,zeledon3,,
4249,594,3,be,be.SV.INFIN,,,,FEL,eng,zeledon3,,
4250,594,4,like,like.CONJ.[or].like.SV.INFIN,,,,FEL,eng,zeledon3,,
4251,594,5,in,in.PREP,,,,FEL,eng,zeledon3,,
4252,594,6,the,the.DET.DEF,,,,FEL,eng,zeledon3,,
4253,594,7,morning,morning.N.SG,,,,FEL,eng,zeledon3,,
4254,594,8,so,so.ADV,,,,FEL,eng,zeledon3,,
4255,594,9,.,,,,,FEL,999,zeledon3,,
4256,595,1,but,but.CONJ,,,,ELE,eng,zeledon3,,
4257,595,2,but,but.CONJ,,,,ELE,eng,zeledon3,,
4258,595,3,then,then.ADV,,,,ELE,eng,zeledon3,,
4259,595,4,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,ELE,eng,zeledon3,,
4260,595,5,gonna,go.V.PRESPART+TO.PREP,,,,ELE,eng,zeledon3,,
4261,595,6,take,take.V.INFIN,,,,ELE,eng,zeledon3,,
4262,595,7,two,two.NUM,,,,ELE,eng,zeledon3,,
4263,595,8,classes,class.N.PL,,,,ELE,eng,zeledon3,,
4264,595,9,in,in.PREP,,,,ELE,eng,zeledon3,,
4265,595,10,the,the.DET.DEF,,,,ELE,eng,zeledon3,,
4266,595,11,summer,summer.N.SG,,,,ELE,eng,zeledon3,,
4267,595,12,.,,,,,ELE,999,zeledon3,,
4268,596,1,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,ELE,eng,zeledon3,,
4269,596,2,gonna,go.V.PRESPART+TO.PREP,,,,ELE,eng,zeledon3,,
4270,596,3,take,take.V.INFIN,,,,ELE,eng,zeledon3,,
4271,596,4,reading,read.V.PRESPART,,,,ELE,eng,zeledon3,,
4272,596,5,and,and.CONJ,,,,ELE,eng,zeledon3,,
4273,596,6,English,English.N.SG,,,,ELE,eng,zeledon3,,
4274,596,7,.,,,,,ELE,999,zeledon3,,
4275,597,1,so,so.ADV,,,,ELE,eng,zeledon3,,
4276,597,2,.,,,,,ELE,999,zeledon3,,
4277,598,1,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4278,598,2,wanna,want.V.1S.PRES+TO.PREP,,,,ELE,eng,zeledon3,,
4279,598,3,focus,focus.N.SG,,,,ELE,eng,zeledon3,,
4280,598,4,on,on.PREP,,,,ELE,eng,zeledon3,,
4281,598,5,class,class.N.SG,,,,ELE,eng,zeledon3,,
4282,598,6,and,and.CONJ,,,,ELE,eng,zeledon3,,
4283,598,7,dancing,dance.V.INFIN+ASV,,,,ELE,eng,zeledon3,,
4284,598,8,not,not.ADV,,,,ELE,eng,zeledon3,,
4285,598,9,so,so.ADV,,,,ELE,eng,zeledon3,,
4286,598,10,much,much.ADJ,,,,ELE,eng,zeledon3,,
4287,598,11,on,on.PREP,,,,ELE,eng,zeledon3,,
4288,598,12,work,work.SV.INFIN,,,,ELE,eng,zeledon3,,
4289,598,13,.,,,,,ELE,999,zeledon3,,
4290,599,1,because,because.CONJ,,,,ELE,eng,zeledon3,,
4291,599,2,I'm,I.PRON.SUB.1S+BE.V.PRES,,,,ELE,eng,zeledon3,,
4292,599,3,working,work.V.PRESPART,,,,ELE,eng,zeledon3,,
4293,599,4,forty,forty.NUM,,,,ELE,eng,zeledon3,,
4294,599,5,hours,hour.N.PL,,,,ELE,eng,zeledon3,,
4295,599,6,right,right.ADJ,,,,ELE,eng,zeledon3,,
4296,599,7,now,now.ADV,,,,ELE,eng,zeledon3,,
4297,599,8,.,,,,,ELE,999,zeledon3,,
4298,600,1,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4299,600,2,don't,do.V.1S.PRES+NEG,,,,ELE,eng,zeledon3,,
4300,600,3,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4301,600,4,don't,do.V.1S.PRES+NEG,,,,ELE,eng,zeledon3,,
4302,600,5,need,need.V.INFIN,,,,ELE,eng,zeledon3,,
4303,600,6,to,to.PREP,,,,ELE,eng,zeledon3,,
4304,600,7,work,work.V.INFIN,,,,ELE,eng,zeledon3,,
4305,600,8,that,that.DEM.FAR,,,,ELE,eng,zeledon3,,
4306,600,9,much,much.ADJ,,,,ELE,eng,zeledon3,,
4307,600,10,.,,,,,ELE,999,zeledon3,,
4308,601,1,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4309,601,2,mean,mean.V.1S.PRES,,,,ELE,eng,zeledon3,,
4310,601,3,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4311,601,4,don't,do.V.1S.PRES+NEG,,,,ELE,eng,zeledon3,,
4312,601,5,hardly,hard.ADJ+ADV.[or].hardly.ADV,,,,ELE,eng,zeledon3,,
4313,601,6,pay,pay.V.INFIN,,,,ELE,eng,zeledon3,,
4314,601,7,anything,anything.PRON,,,,ELE,eng,zeledon3,,
4315,601,8,.,,,,,ELE,999,zeledon3,,
4316,602,1,so,so.ADV,,,,ELE,eng,zeledon3,,
4317,602,2,I,I.PRON.SUB.1S,,,,ELE,eng,zeledon3,,
4318,602,3,want,want.V.1S.PRES,,,,ELE,eng,zeledon3,,
4319,602,4,my,my.ADJ.POSS.1S,,,,ELE,eng,zeledon3,,
4320,602,5,summer,summer.N.SG,,,,ELE,eng,zeledon3,,
4321,602,6,like,like.CONJ.[or].like.N.SG,,,,ELE,eng,zeledon3,,
4322,602,7,to,to.PREP,,,,ELE,eng,zeledon3,,
4323,602,8,relax,relax.V.INFIN,,,,ELE,eng,zeledon3,,
4324,602,9,.,,,,,ELE,999,zeledon3,,
4325,603,1,and,and.CONJ,,,,ELE,eng,zeledon3,,
4326,603,2,to,to.PREP,,,,ELE,eng,zeledon3,,
4327,603,3,do,do.V.INFIN,,,,ELE,eng,zeledon3,,
4328,603,4,something,something.PRON,,,,ELE,eng,zeledon3,,
4329,603,5,knew,knew.SV.INFIN,,,,ELE,eng,zeledon3,,
4330,603,6,.,,,,,ELE,999,zeledon3,,
4331,604,1,get,get.V.INFIN,,,,ELE,eng,zeledon3,,
4332,604,2,it,it.PRON.OBJ.3S,,,,ELE,eng,zeledon3,,
4333,604,3,?,,,,,ELE,999,zeledon3,,
4334,605,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4335,605,2,sorta,unk,,,,FEL,eng,zeledon3,,
4336,605,3,.,,,,,FEL,999,zeledon3,,
4337,606,1,y,and.CONJ,,,,ELE,spa,zeledon3,,
4338,606,2,tÃº,you.PRON.SUB.MF.2S,,,,ELE,spa,zeledon3,,
4339,606,3,no,not.ADV,,,,ELE,spa,zeledon3,,
4340,606,4,te,you.PRON.OBL.MF.2S,,,,ELE,spa,zeledon3,,
4341,606,5,vas,go.V.2S.PRES,,,,ELE,spa,zeledon3,,
4342,606,6,a,to.PREP,,,,ELE,spa,zeledon3,,
4343,606,7,meter,put.V.INFIN,,,,ELE,spa,zeledon3,,
4344,606,8,en,in.PREP,,,,ELE,spa,zeledon3,,
4345,606,9,nada,nothing.PRON,,,,ELE,spa,zeledon3,,
4346,606,10,?,,,,,ELE,999,zeledon3,,
4347,607,1,no,not.ADV,,,,FEL,spa,zeledon3,,
4348,607,2,sÃ©,know.V.1S.PRES,,,,FEL,spa,zeledon3,,
4349,607,3,.,,,,,FEL,999,zeledon3,,
4350,608,1,quiero,want.V.1S.PRES,,,,FEL,spa,zeledon3,,
4351,608,2,hacer,do.V.INFIN,,,,FEL,spa,zeledon3,,
4352,608,3,algÃºn,some.ADJ.M.SG,,,,FEL,spa,zeledon3,,
4353,608,4,deporte,sport.N.M.SG.[or].deport.V.13S.SUBJ.PRES,,,,FEL,spa,zeledon3,,
4354,608,5,.,,,,,FEL,999,zeledon3,,
4355,609,1,pero,but.CONJ,,,,FEL,spa,zeledon3,,
4356,609,2,no,not.ADV,,,,FEL,spa,zeledon3,,
4357,609,3,sÃ©,know.V.1S.PRES,,,,FEL,spa,zeledon3,,
4358,609,4,cuÃ¡l,which.PRON.INT.MF.SG,,,,FEL,spa,zeledon3,,
4359,609,5,.,,,,,FEL,999,zeledon3,,
4360,610,1,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4361,610,2,wanna,want.V.2SP.PRES+TO.PREP,,,,ELE,eng,zeledon3,,
4362,610,3,do,do.V.INFIN,,,,ELE,eng,zeledon3,,
4363,610,4,deporte,sport.N.M.SG.[or].deport.V.13S.SUBJ.PRES,,,,ELE,spa,zeledon3,,
4364,610,5,?,,,,,ELE,999,zeledon3,,
4365,611,1,why,why.REL,,,,ELE,eng,zeledon3,,
4366,611,2,don't,do.V.12S13P.PRES+NEG,,,,ELE,eng,zeledon3,,
4367,611,3,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4368,611,4,play,play.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4369,611,5,baseball,baseball.N.SG,,,,ELE,eng,zeledon3,,
4370,611,6,?,,,,,ELE,999,zeledon3,,
4371,612,1,no,no.ADV,,,,FEL,eng,zeledon3,,
4372,612,2,.,,,,,FEL,999,zeledon3,,
4373,613,1,baseball,baseball.N.SG,,,,FEL,eng,zeledon3,,
4374,613,2,?,,,,,FEL,999,zeledon3,,
4375,614,1,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4376,614,2,don't,do.V.2SP.PRES+NEG,,,,ELE,eng,zeledon3,,
4377,614,3,like,like.CONJ,,,,ELE,eng,zeledon3,,
4378,614,4,it,it.PRON.OBJ.3S,,,,ELE,eng,zeledon3,,
4379,614,5,?,,,,,ELE,999,zeledon3,,
4380,615,1,first,first.ADJ,,,,FEL,eng,zeledon3,,
4381,615,2,of,of.PREP,,,,FEL,eng,zeledon3,,
4382,615,3,all,all.ADJ,,,,FEL,eng,zeledon3,,
4383,615,4,I,I.PRON.SUB.1S,,,,FEL,eng,zeledon3,,
4384,615,5,don't,do.V.1S.PRES+NEG,,,,FEL,eng,zeledon3,,
4385,615,6,like,like.CONJ,,,,FEL,eng,zeledon3,,
4386,615,7,it,it.PRON.OBJ.3S,,,,FEL,eng,zeledon3,,
4387,615,8,.,,,,,FEL,999,zeledon3,,
4388,616,1,second,second.ADJ,,,,FEL,eng,zeledon3,,
4389,616,2,of,of.PREP,,,,FEL,eng,zeledon3,,
4390,616,3,all,all.ADJ,,,,FEL,eng,zeledon3,,
4391,616,4,baseball's,baseball.N.SG+GB,,,,FEL,eng,zeledon3,,
4392,616,5,like,like.V.INFIN,,,,FEL,eng,zeledon3,,
4393,616,6,one,one.PRON.SG,,,,FEL,eng,zeledon3,,
4394,616,7,of,of.PREP,,,,FEL,eng,zeledon3,,
4395,616,8,those,those.DEM.FAR.PL,,,,FEL,eng,zeledon3,,
4396,616,9,sports,sport.N.PL.[or].sports.N.SG,,,,FEL,eng,zeledon3,,
4397,616,10,like,like.CONJ,,,,FEL,eng,zeledon3,,
4398,616,11,you,you.PRON.SUB.2SP,,,,FEL,eng,zeledon3,,
4399,616,12,need,need.V.2SP.PRES,,,,FEL,eng,zeledon3,,
4400,616,13,to,to.PREP,,,,FEL,eng,zeledon3,,
4401,616,14,start,start.V.INFIN,,,,FEL,eng,zeledon3,,
4402,616,15,playing,play.V.PRESPART,,,,FEL,eng,zeledon3,,
4403,616,16,when,when.CONJ,,,,FEL,eng,zeledon3,,
4404,616,17,you're,you.PRON.SUB.2SP+BE.V.PRES,,,,FEL,eng,zeledon3,,
4405,616,18,like,like.V.2SP.PRES,,,,FEL,eng,zeledon3,,
4406,616,19,five,five.NUM,,,,FEL,eng,zeledon3,,
4407,616,20,years,year.N.PL,,,,FEL,eng,zeledon3,,
4408,616,21,old,old.ADJ,,,,FEL,eng,zeledon3,,
4409,616,22,.,,,,,FEL,999,zeledon3,,
4410,617,1,no,no.ADV,,,,ELE,eng,zeledon3,,
4411,617,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4412,617,3,don't,do.V.2SP.PRES+NEG,,,,ELE,eng,zeledon3,,
4413,617,4,.,,,,,ELE,999,zeledon3,,
4414,618,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4415,618,2,because,because.CONJ,,,,FEL,eng,zeledon3,,
4416,618,3,baseball's,baseball.N.SG+GB,,,,FEL,eng,zeledon3,,
4417,618,4,like,like.CONJ.[or].like.N.SG,,,,FEL,eng,zeledon3,,
4418,618,5,.,,,,,FEL,999,zeledon3,,
4419,619,1,no,no.ADV,,,,ELE,eng,zeledon3,,
4420,619,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4421,619,3,don't,do.V.2SP.PRES+NEG,,,,ELE,eng,zeledon3,,
4422,619,4,.,,,,,ELE,999,zeledon3,,
4423,620,1,who,who.REL,,,,ELE,eng,zeledon3,,
4424,620,2,told,told.V.PAST,,,,ELE,eng,zeledon3,,
4425,620,3,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4426,620,4,that,that.CONJ.[or].that.DEM.FAR,,,,ELE,eng,zeledon3,,
4427,620,5,lie,lie.V.INFIN,,,,ELE,eng,zeledon3,,
4428,620,6,?,,,,,ELE,999,zeledon3,,
4429,621,1,Alberto,name,,,,FEL,eng&spa,zeledon3,,
4430,621,2,started,start.V.PAST,,,,FEL,eng,zeledon3,,
4431,621,3,playing,play.V.PRESPART,,,,FEL,eng,zeledon3,,
4432,621,4,when,when.CONJ,,,,FEL,eng,zeledon3,,
4433,621,5,he,he.PRON.SUB.M.3S,,,,FEL,eng,zeledon3,,
4434,621,6,was,was.V.3S.PAST,,,,FEL,eng,zeledon3,,
4435,621,7,nine,nine.NUM,,,,FEL,eng,zeledon3,,
4436,621,8,which,which.REL,,,,FEL,eng,zeledon3,,
4437,621,9,is,is.V.3S.PRES,,,,FEL,eng,zeledon3,,
4438,621,10,still,still.ADJ,,,,FEL,eng,zeledon3,,
4439,621,11,kinda,unk,,,,FEL,eng,zeledon3,,
4440,621,12,young,young.ADJ,,,,FEL,eng,zeledon3,,
4441,621,13,.,,,,,FEL,999,zeledon3,,
4442,622,1,and,and.CONJ,,,,FEL,eng,zeledon3,,
4443,622,2,most,most.ADJ,,,,FEL,eng,zeledon3,,
4444,622,3,people,people.N.SG,,,,FEL,eng,zeledon3,,
4445,622,4,.,,,,,FEL,999,zeledon3,,
4446,623,1,well,well.ADV,,,,FEL,eng,zeledon3,,
4447,623,2,baseball's,baseball.N.SG+GB,,,,FEL,eng,zeledon3,,
4448,623,3,like,like.V.INFIN,,,,FEL,eng,zeledon3,,
4449,623,4,one,one.PRON.SG,,,,FEL,eng,zeledon3,,
4450,623,5,of,of.PREP,,,,FEL,eng,zeledon3,,
4451,623,6,those,those.DEM.FAR.PL,,,,FEL,eng,zeledon3,,
4452,623,7,sports,sport.N.PL.[or].sports.N.SG,,,,FEL,eng,zeledon3,,
4453,623,8,that,that.CONJ,,,,FEL,eng,zeledon3,,
4454,623,9,you,you.PRON.SUB.2SP,,,,FEL,eng,zeledon3,,
4455,623,10,need,need.V.2SP.PRES,,,,FEL,eng,zeledon3,,
4456,623,11,to,to.PREP,,,,FEL,eng,zeledon3,,
4457,623,12,start,start.V.INFIN,,,,FEL,eng,zeledon3,,
4458,623,13,playing,play.V.PRESPART,,,,FEL,eng,zeledon3,,
4459,623,14,when,when.CONJ,,,,FEL,eng,zeledon3,,
4460,623,15,you're,you.PRON.SUB.2SP+BE.V.PRES,,,,FEL,eng,zeledon3,,
4461,623,16,like,like.V.2SP.PRES,,,,FEL,eng,zeledon3,,
4462,623,17,really,real.ADJ+ADV,,,,FEL,eng,zeledon3,,
4463,623,18,really,real.ADJ+ADV,,,,FEL,eng,zeledon3,,
4464,623,19,young,young.ADJ,,,,FEL,eng,zeledon3,,
4465,623,20,.,,,,,FEL,999,zeledon3,,
4466,624,1,no,no.ADV,,,,ELE,eng,zeledon3,,
4467,624,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4468,624,3,don't,do.V.2SP.PRES+NEG,,,,ELE,eng,zeledon3,,
4469,624,4,.,,,,,ELE,999,zeledon3,,
4470,625,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4471,625,2,you,you.PRON.SUB.2SP,,,,FEL,eng,zeledon3,,
4472,625,3,do,do.V.2SP.PRES,,,,FEL,eng,zeledon3,,
4473,625,4,.,,,,,FEL,999,zeledon3,,
4474,626,1,no,no.ADV,,,,ELE,eng,zeledon3,,
4475,626,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4476,626,3,don't,do.V.2SP.PRES+NEG,,,,ELE,eng,zeledon3,,
4477,626,4,.,,,,,ELE,999,zeledon3,,
4478,627,1,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4479,627,2,can,can.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4480,627,3,catch,catch.V.INFIN,,,,ELE,eng,zeledon3,,
4481,627,4,up,up.ADV,,,,ELE,eng,zeledon3,,
4482,627,5,.,,,,,ELE,999,zeledon3,,
4483,628,1,no,no.ADV,,,,FEL,eng,zeledon3,,
4484,628,2,you,you.PRON.SUB.2SP,,,,FEL,eng,zeledon3,,
4485,628,3,can't,can.V.2SP.PRES+NEG,,,,FEL,eng,zeledon3,,
4486,628,4,!,,,,,FEL,999,zeledon3,,
4487,629,1,yes,yes.ADV,,,,ELE,eng,zeledon3,,
4488,629,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4489,629,3,can,can.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4490,629,4,.,,,,,ELE,999,zeledon3,,
4491,630,1,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4492,630,2,can,can.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4493,630,3,play,play.V.INFIN,,,,ELE,eng,zeledon3,,
4494,630,4,anything,anything.PRON,,,,ELE,eng,zeledon3,,
4495,630,5,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4496,630,6,want,want.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4497,630,7,if,if.CONJ,,,,ELE,eng,zeledon3,,
4498,630,8,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4499,630,9,put,put.V.2SP.PRES,,,,ELE,eng,zeledon3,,
4500,630,10,your,your.ADJ.POSS.2SP,,,,ELE,eng,zeledon3,,
4501,630,11,mind,mind.N.SG,,,,ELE,eng,zeledon3,,
4502,630,12,to,to.PREP,,,,ELE,eng,zeledon3,,
4503,630,13,it,it.PRON.OBJ.3S,,,,ELE,eng,zeledon3,,
4504,630,14,.,,,,,ELE,999,zeledon3,,
4505,631,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4506,631,2,that's,that.DEM.FAR+BE.V.3S.PRES,,,,FEL,eng,zeledon3,,
4507,631,3,what,what.REL,,,,FEL,eng,zeledon3,,
4508,631,4,everyone,everyone.PRON,,,,FEL,eng,zeledon3,,
4509,631,5,says,say.V.3S.PRES,,,,FEL,eng,zeledon3,,
4510,631,6,.,,,,,FEL,999,zeledon3,,
4511,632,1,seriously,serious.ADJ+ADV.[or].seriously.ADV,,,,ELE,eng,zeledon3,,
4512,632,2,.,,,,,ELE,999,zeledon3,,
4513,633,1,but,but.CONJ,,,,ELE,eng,zeledon3,,
4514,633,2,uh,uh.IM,,,,ELE,eng,zeledon3,,
4515,633,3,let's,let.V.IMPER+US.PRON.SUB.1P,,,,ELE,eng,zeledon3,,
4516,633,4,see,see.SV.INFIN,,,,ELE,eng,zeledon3,,
4517,633,5,.,,,,,ELE,999,zeledon3,,
4518,634,1,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4519,634,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4520,634,3,already,already.ADV,,,,ELE,eng,zeledon3,,
4521,634,4,played,play.V.PASTPART,,,,ELE,eng,zeledon3,,
4522,634,5,soccer,soccer.N.SG,,,,ELE,eng,zeledon3,,
4523,634,6,.,,,,,ELE,999,zeledon3,,
4524,635,1,apparently,apparent.ADJ+ADV.[or].apparently.ADV,,,,ELE,eng,zeledon3,,
4525,635,2,you,you.PRON.SUB.2SP,,,,ELE,eng,zeledon3,,
4526,635,3,sucked,suck.V.PAST,,,,ELE,eng,zeledon3,,
4527,635,4,at,at.PREP,,,,ELE,eng,zeledon3,,
4528,635,5,it,it.PRON.OBJ.3S,,,,ELE,eng,zeledon3,,
4529,635,6,.,,,,,ELE,999,zeledon3,,
4530,636,1,yeah,yeah.ADV,,,,FEL,eng,zeledon3,,
4531,636,2,I,I.PRON.SUB.1S,,,,FEL,eng,zeledon3,,
